Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Average Cost,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry
Pacific Union College,3,4,Private,Far West,Fringe Rural,0.5055,22,1017,1601,0.2698,0.0768,0.2698,0.1811,0.005,0.0194,0.0725,0.0162,0.0918,38800,9586,6452,0.9,0.4393,0.4452,0.8457,0.1471,5.7,20832,28334,14484,0.959999979,0.479999989,22.81999969,79730.12,64885,8.300000191,47,494,51400,44600
Pacific University,3,4,Private,Far West,Large Suburb,0.8619,24,1102,1729,0.5281,0.0139,0.1035,0.1313,0.011,0.0237,0.118,0.0174,0.0081,47922,11413,7478,0.6571,0.3145,0.6156,0.7935,0.0739,1.8,20758.5,25750,10875,0.980000019,0.439999998,21.01000023,73104.75,66418,7.300000191,43,406,40000,37200
Palm Beach Atlantic University,3,4,Private,Southeast,Mid-size City,0.8412,23,1061,2501,0.6126,0.1399,0.1307,0.0132,0.0036,0.0028,0.018,0.0352,0.0572,37535,7805,7362,1,0.3475,0.4667,0.7335,0.1722,6,16297,25000,9500,0.959999979,0.49000001,24.42000008,75648.61,57521,8.399999619,138,947,41300,36000
Park University,3,4,Private,Great Plains,Large Suburb,0.9638,0,0,9723,0.6229,0.1556,0.1542,0.0185,0.0044,0.0022,0.0169,0.0254,0.8799,21351,3658,6110,0.9928,0.321,0.4345,0.6488,0.6428,9.8,13500,21126,10245,0.800000012,0.689999998,29.53000069,42976.53,34549,9.920000076,298,2508,47300,43600
Pennsylvania State University-Main Campus,3,4,Public,Mid-Atlantic,Small City,0.542,27,1199,39460,0.7213,0.0427,0.0546,0.0546,0.0007,0.0006,0.0232,0.0894,0.0232,31625,18073,9902,0.749,0.1768,0.8484,0.9236,0.0272,7.7,21500,27000,11500,0.959999979,0.449999988,20.87999916,81964.64,70439.5,6.789999962,1608,19644,48100,43400
Pennsylvania State University-Penn State Abington,3,4,Public,Mid-Atlantic,Large Suburb,0.7774,21,942,3231,0.5073,0.1427,0.0947,0.1668,0.0031,0.0025,0.0226,0.0319,0.1263,19611,3915,7591,0.4708,0.4156,0.4803,0.7689,0.1864,7.7,21500,27000,11500,0.959999979,0.449999988,20.87999916,81964.64,70439.5,6.789999962,1608,19644,48100,43400
Pennsylvania State University-Penn State Altoona,3,3,Public,Mid-Atlantic,Small City,0.8519,21,990,3779,0.7806,0.0849,0.0423,0.0315,0.0013,0.0008,0.0236,0.0257,0.0466,27591,4661,7264,0.6221,0.3329,0.688,0.8294,0.0769,7.7,21500,27000,11500,0.959999979,0.449999988,20.87999916,81964.64,70439.5,6.789999962,1608,19644,48100,43400
Pennsylvania State University-Penn State Berks,3,4,Public,Mid-Atlantic,Large Suburb,0.8307,22,988,2573,0.7155,0.0956,0.103,0.0381,0.0012,0,0.0202,0.0159,0.0828,25931,4619,7806,0.5792,0.3405,0.5652,0.7765,0.1187,7.7,21500,27000,11500,0.959999979,0.449999988,20.87999916,81964.64,70439.5,6.789999962,1608,19644,48100,43400
Pennsylvania State University-Penn State Brandywine,3,3,Public,Mid-Atlantic,Large Suburb,0.7905,20,968,1327,0.6699,0.1424,0.0475,0.0852,0.0008,0.0015,0.0203,0.006,0.1138,19297,4409,7519,0.471,0.3403,0.441,0.7354,0.1414,7.7,21500,27000,11500,0.959999979,0.449999988,20.87999916,81964.64,70439.5,6.789999962,1608,19644,48100,43400
Pennsylvania State University-Penn State Erie-Behrend College,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.8408,22,1052,3797,0.8338,0.0403,0.0298,0.0261,0.0011,0.0005,0.0126,0.0479,0.0445,27759,5530,8612,0.8148,0.3156,0.6995,0.8324,0.0918,7.7,21500,27000,11500,0.959999979,0.449999988,20.87999916,81964.64,70439.5,6.789999962,1608,19644,48100,43400
Pennsylvania State University-Penn State Harrisburg,3,4,Public,Mid-Atlantic,Large Suburb,0.7994,23,1027,3461,0.6253,0.1057,0.0641,0.0743,0.002,0.0006,0.0231,0.0835,0.1086,26651,6170,9042,0.6667,0.3456,0.6086,0.8194,0.1993,7.7,21500,27000,11500,0.959999979,0.449999988,20.87999916,81964.64,70439.5,6.789999962,1608,19644,48100,43400
Pennsylvania State University-Penn State Worthington Scranton,3,3,Public,Mid-Atlantic,Large Suburb,0.8186,21,941,1089,0.8356,0.0285,0.0468,0.0478,0.0009,0.0009,0.0165,0.0073,0.1726,20183,5694,7762,0.5354,0.4652,0.4608,0.6537,0.2428,7.7,21500,27000,11500,0.959999979,0.449999988,20.87999916,81964.64,70439.5,6.789999962,1608,19644,48100,43400
Pepperdine University,3,4,Private,Far West,Large Suburb,0.3734,0,1235,3516,0.4249,0.068,0.1553,0.1399,0.0046,0.0023,0.0623,0.0876,0.0998,58772,11299,11650,0.5697,0.2076,0.8043,0.9174,0.0873,2.2,25000,27000,15943,0.980000019,0.310000002,22.30999947,83597.93,60331,6.900000095,101,991,65400,52100
Philadelphia University,3,4,Private,Mid-Atlantic,Large City,0.6408,23,1062,2791,0.6034,0.1336,0.0688,0.0444,0.0007,0.0004,0.024,0.0319,0.0957,46451,9410,7818,1,0.3026,0.5827,0.7458,0.1363,3.8,24750,27800,8750,0.980000019,0.330000013,20.47999954,91766.66,81316.5,5.699999809,70,979,44700,43600
Piedmont College,3,4,Private,Southeast,Distant Town,0.6118,22,1001,1281,0.7728,0.096,0.0351,0.0094,0.0055,0.0016,0.0234,0.0023,0.1171,32031,6381,5734,0.5138,0.5093,0.4611,0.7019,0.2709,5.4,16703,23224,9810,0.959999979,0.529999971,25.78000069,65873.24,49580.5,8.609999657,67,406,37900,37000
Pittsburg State University,3,4,Public,Great Plains,Distant Town,0.7898,22,1010,6005,0.8098,0.0403,0.0463,0.0067,0.0157,0.0018,0.0438,0.035,0.0639,15211,6350,6987,0.7627,0.4032,0.5015,0.7429,0.1573,10.5,13377.5,20250,8750,0.920000017,0.620000005,21.85000038,57010.56,48823,8.289999962,194,1865,38200,35300
Pitzer College,3,3,Private,Far West,Large Suburb,0.1451,0,0,1081,0.4949,0.0472,0.1508,0.0629,0.0037,0.0009,0.0823,0.0509,0.0342,59266,24408,10084,0.7909,0.1614,0.8214,0.908,0.0463,3.1,14824,15088,10025,0.949999988,0.479999989,21.39999962,89206.81,61408,9.649999619,18,157,37100,34700
Plymouth State University,3,4,Public,New England,Remote Town,0.7748,21,965,3986,0.785,0.0171,0.0271,0.0151,0.0025,0,0.0133,0.0138,0.0482,24828,8487,8065,0.4119,0.2697,0.5596,0.7164,0.0541,6.4,21000,27000,11800,0.99000001,0.340000004,19.92000008,89777.99,83925,4.309999943,98,1489,35800,33900
Point Loma Nazarene University,3,4,Private,Far West,Large City,0.6654,26,1155,2543,0.6433,0.0252,0.195,0.0558,0.013,0.0059,0.0507,0.0016,0.024,43060,9224,9653,1,0.2712,0.7208,0.8933,0.0243,2.5,20500,24951,12000,0.970000029,0.280000001,21.96999931,95289.35,78964,8.100000381,101,800,46900,43900
Point Park University,3,4,Private,Mid-Atlantic,Large City,0.7393,22,997,3164,0.7225,0.1625,0.0322,0.0117,0.0013,0,0.0376,0.0319,0.1937,36726,8943,7853,0.2354,0.4194,0.4978,0.7558,0.2502,11.2,22250,27000,12500,0.99000001,0.540000021,23.86000061,59212.25,46028,8.720000267,132,1290,37300,32700
Point University,3,3,Private,Southeast,Distant Town,0.5353,20,946,1354,0.3648,0.4114,0.0355,0.0044,0.0037,0.0015,0.0325,0,0.0539,27497,4477,5482,0.3763,0.5914,0.4776,0.4843,0.4663,5.6,19500,31250,9500,0.930000007,0.529999971,21.85000038,66473.94,56038,7.210000038,18,147,29400,27800
Polytechnic Institute of New York University,3,4,Private,Mid-Atlantic,Large City,0.7523,30,1303,2078,0.2955,0.064,0.0929,0.3474,0.0029,0,0,0.0972,0.0342,50199,14256,10047,1,0.4471,0.5714,0.8792,0.0538,2.5,21500,23250,15775,0.899999976,0.699999988,19.70000076,52746.28,35393,14.93999958,69,619,64400,62000
Pomona College,3,3,Private,Far West,Large Suburb,0.1392,33,1454,1587,0.448,0.0599,0.1474,0.1216,0.0006,0,0.0725,0.0699,0.0025,57014,34930,12326,0.9569,0.1686,0.9573,0.9749,0.0037,0,8561,8600,8008,0.879999995,0.540000021,19.37999916,96962.74,63215,8.569999695,13,117,53400,43100
Pontifical Catholic University of Puerto Rico-Mayaguez,3,4,Private,Outlying Areas,Small City,0.3056,0,0,1369,0,0,0.992,0,0,0,0,0.0007,0.1227,9351,7395,3645,0.5417,0.8242,0.1789,0.6667,0.2569,26.3,7500,13095,5500,0.680000007,0.970000029,21.39999962,19995.17,14907,50.31999969,944,1758,19000,16600
Pontifical Catholic University of Puerto Rico-Ponce,3,4,Private,Outlying Areas,Mid-size City,0.6496,0,0,5926,0.0007,0,0.9865,0,0,0,0,0.0049,0.0798,11355,2999,4002,0.6412,0.806,0.3882,0.7513,0.1281,26.3,7500,13095,5500,0.680000007,0.970000029,21.39999962,19995.17,14907,50.31999969,944,1758,19000,16600
Portland State University,3,4,Public,Far West,Large City,0.6117,0,1045,20085,0.6232,0.0343,0.1009,0.0769,0.0147,0.0075,0.0494,0.0499,0.2992,19843,8562,8286,0.5033,0.4019,0.417,0.7303,0.411,6,18832,24568.5,14166,0.930000007,0.639999986,24.51000023,44977.8,29525.5,7.110000134,784,4591,42600,38200
Prairie View A & M University,3,4,Public,Southwest,Distant Town,0.4232,18,845,6731,0.0284,0.8568,0.0588,0.0244,0.0021,0.0004,0.011,0.0126,0.0738,16782,5864,7307,0.8333,0.6541,0.3652,0.6788,0.118,24.5,17438,29052,12980,0.930000007,0.75999999,20.61000061,44974.4,34372,12.84000015,234,2079,34700,30900
Pratt Institute-Main,3,4,Private,Mid-Atlantic,Large City,0.5572,26,1140,3247,0.4521,0.0447,0.0986,0.1571,0.0034,0.0034,0.0006,0.2239,0.0314,54582,13360,9254,0.1423,0.2622,0.6277,0.8673,0.0628,6.6,23241,27000,12000,0.980000019,0.49000001,20.88999939,75159.24,59029,8.239999771,168,1016,40600,37300
Presbyterian College,3,3,Private,Southeast,Distant Town,0.66,25,1121,1069,0.8232,0.1094,0.015,0.014,0.0037,0,0.0122,0.0168,0.0075,45130,10252,7217,1,0.2254,0.6759,0.8014,0.0027,6.2,18797,25000,9500,0.949999988,0.349999994,19.29999924,96598.95,84599,8.140000343,25,285,40600,37800
Princeton University,3,4,Private,Mid-Atlantic,Large Suburb,0.0741,33,1495,5234,0.4713,0.0764,0.081,0.2008,0.0008,0.0006,0.0417,0.1087,0,55430,48021,15711,0.8485,0.1218,0.9694,0.9757,0.0041,2.3,7500,6810,8375,0.680000007,0.550000012,20.04000092,89090.02,50686,6.769999981,38,258,101500,66500
Providence College,3,4,Private,New England,Mid-size City,0.5979,26,1158,3969,0.7667,0.0411,0.0675,0.0118,0.0013,0.0018,0.0154,0.0186,0.0448,56184,12232,9471,0.6226,0.1341,0.8504,0.9078,0.0689,2.3,27000,27000,14500,0.980000019,0.209999993,19.87999916,120179.81,110798,4.889999866,43,1019,57700,52900
Purdue University-Calumet Campus,3,4,Public,Great Lakes,Large Suburb,0.6063,0,975,7466,0.5742,0.1362,0.1689,0.023,0.002,0.0019,0.0165,0.0545,0.3671,16727,7971,7937,0.9528,0.3262,0.3131,0.6876,0.3737,14.6,16000,22781,11760.5,0.850000024,0.699999988,23.71999931,46173.26,33145,8.880000114,278,1798,38200,34000
Purdue University-Main Campus,3,4,Public,Great Lakes,Mid-size Suburb,0.6042,27,1211,30167,0.6766,0.0322,0.0395,0.0482,0.0012,0.0009,0.0193,0.1636,0.0514,23109,15477,11005,0.9449,0.2058,0.6994,0.9059,0.0551,5.1,20500,23766,12000,0.939999998,0.430000007,20.36000061,87549.24,77728,5.239999771,474,6955,53800,47500
Purdue University-North Central Campus,3,4,Public,Great Lakes,Fringe Rural,0.7218,20,954,3514,0.8224,0.0518,0.0808,0.008,0.0054,0.0014,0.0219,0.0083,0.2484,13713,4976,6971,0.9619,0.278,0.2638,0.6105,0.1743,13.7,12285.5,26000,8250,0.870000005,0.600000024,23.69000053,56178.87,47378,5.239999771,153,1037,37300,32800
Queens University of Charlotte,3,4,Private,Southeast,Large City,0.7686,24,1058,1703,0.559,0.1767,0.054,0.0299,0.007,0,0.0141,0.057,0.175,40930,9180,4064,0.5504,0.3274,0.5207,0.6994,0.2578,5.6,18812.5,25000,10695,0.939999998,0.469999999,25.37000084,61685.15,45248.5,6.420000076,47,412,41100,38100
Quincy University,3,4,Private,Great Lakes,Remote Town,0.8859,23,1048,1166,0.7127,0.1072,0.0369,0.0137,0.0069,0.0026,0.0154,0.0043,0.072,36948,5006,5436,0.4538,0.4315,0.5043,0.6718,0.1179,8.5,14000,25000,10837,0.959999979,0.479999989,21.57999992,69617.4,61719.5,7.630000114,39,442,39800,33500
Quinnipiac University,3,4,Private,New England,Large Suburb,0.6722,25,1102,6486,0.7831,0.0442,0.082,0.022,0.0026,0.0006,0.0171,0.0196,0.0276,53476,13065,8649,1,0.1429,0.7627,0.8522,0.0271,1.4,21852,26000,12000,0.99000001,0.189999998,19.89999962,118255.77,108100,4.059999943,81,1768,57700,54100
Radford University,3,4,Public,Southeast,Small City,0.7831,20,980,8866,0.7786,0.0969,0.0459,0.0144,0.003,0.0025,0.0412,0.0053,0.0386,19987,7821,7705,0.6762,0.2846,0.5853,0.7807,0.0588,4.2,15000,21500,8750,0.970000029,0.409999996,20.37000084,82072.86,73931,6.239999771,177,2510,41700,38900
Ramapo College of New Jersey,3,4,Public,Mid-Atlantic,Large Suburb,0.5526,23,1096,5397,0.6594,0.0521,0.1362,0.0578,0.0028,0.0028,0.0126,0.0089,0.0869,27781,8976,9521,0.9319,0.25,0.7283,0.8665,0.127,5.3,19500,22193,12825,0.959999979,0.389999986,20.72999954,87457.04,79102,4.690000057,111,1310,47000,45300
Randolph-Macon College,3,3,Private,Southeast,Large Suburb,0.637,24,1082,1294,0.7736,0.1012,0.044,0.017,0.0015,0.0008,0.0325,0.0209,0.0062,45842,9585,7406,0.646,0.2525,0.6224,0.7737,0.0061,8.8,19557,27000,8750,0.980000019,0.300000012,19.5,100119.41,92252.5,4.699999809,22,373,44000,39900
Reed College,3,4,Private,Far West,Large City,0.4853,31,1371,1351,0.6077,0.0163,0.1081,0.0511,0.0015,0,0.0807,0.0607,0.0052,57701,20261,10092,1,0.1718,0.819,0.9406,0.0143,2.3,15500,16098.5,8914,0.959999979,0.409999996,19.69000053,90869.88,69123.5,7.170000076,26,163,36000,28400
Regent University,3,4,Private,Southeast,Large City,0.8514,22,1067,2286,0.6194,0.2183,0.0687,0.0232,0.0057,0.0026,0.0319,0.0079,0.3473,26825,8194,7404,0.9425,0.5112,0.5116,0.7677,0.5258,5.5,18500,26806.5,12500,0.920000017,0.620000005,32.15999985,44878.71,35970,7.789999962,21,141,42800,39500
Regis College,3,4,Private,New England,Large Suburb,0.7243,21,954,1188,0.4579,0.2062,0.112,0.0589,0.0034,0.0017,0.0194,0.0135,0.202,47432,7977,7055,1,0.3577,0.4867,0.7717,0.186,11.3,24500,27000,12000,0.99000001,0.479999989,21.70999908,68233.94,55309,8.619999886,20,274,44900,41000
Regis University,3,4,Private,Rocky Mountains,Large City,0.6986,24,1087,4930,0.6213,0.0531,0.1746,0.041,0.0065,0.0018,0.0221,0.0085,0.4933,43058,6188,6685,0.3033,0.2602,0.5807,0.8186,0.6032,3.2,20501,25000,18536,0.959999979,0.379999995,29.94000053,68787.79,53578.5,5.480000019,196,1685,53900,49100
Reinhardt University,3,4,Private,Southeast,Fringe Rural,0.514,22,1013,1191,0.6784,0.1688,0.0529,0.0101,0.0034,0,0,0,0.0462,30734,6378,5710,0.3628,0.4796,0.2821,0.6012,0.1742,8.3,9500,0,9500,0.910000026,0.449999988,22.60000038,81710.16,67316.5,5.389999866,39,301,35400,33600
Rensselaer Polytechnic Institute,3,4,Private,Mid-Atlantic,Small City,0.412,29,1366,5379,0.6492,0.0232,0.0682,0.0996,0.0011,0.0006,0.0625,0.0736,0.0004,59470,20550,12145,0.8304,0.166,0.8494,0.9351,0.0182,1.9,27000,27835.5,12000,0.99000001,0.310000002,19.71999931,102722.37,94717.5,5.860000134,99,1473,71900,70100
Rhode Island College,3,4,Public,New England,Large Suburb,0.6915,20,930,7253,0.6382,0.0743,0.1237,0.0247,0.0034,0.0007,0.0212,0.001,0.2369,14858,7628,7607,1,0.3896,0.4292,0.7746,0.2406,6.3,15462,22300,10566.5,0.879999995,0.519999981,22.06999969,61954.74,52408,8.670000076,165,1923,37300,35300
Rhode Island School of Design,3,4,Private,New England,Mid-size City,0.2731,28,1239,2005,0.3342,0.0249,0.0828,0.1636,0.0015,0.001,0.0339,0.2369,0,59597,20460,7949,0.2747,0.1537,0.8732,0.9263,0.0259,3.3,25000,26024.5,17500,0.99000001,0.280000001,21.53000069,92334.03,75194,6.710000038,68,471,41700,39200
Rhodes College,3,4,Private,Southeast,Large City,0.5764,29,1288,2012,0.7778,0.0586,0.0328,0.0557,0.004,0,0.0303,0.0214,0.003,50659,14821,8035,0.8157,0.1426,0.7832,0.9259,0.0025,4.2,22991,27000,9750,0.970000029,0.270000011,19.48999977,126222.05,100407,7.130000114,27,260,48700,41400
Rice University,3,4,Private,Southwest,Large City,0.1674,33,1454,3920,0.3944,0.0643,0.1505,0.2138,0.0015,0,0.0469,0.1145,0.0135,52242,39651,13468,0.7813,0.1723,0.9111,0.9817,0.0048,1.3,7727,8413,6125,0.910000026,0.289999992,20.45999908,91944.43,71258,7.420000076,34,491,73200,56500
Rider University,3,4,Private,Mid-Atlantic,Large Suburb,0.7187,22,1038,4041,0.6617,0.096,0.0997,0.044,0.002,0.0025,0.0215,0.0285,0.1143,48163,12584,10318,0.4894,0.2618,0.6576,0.7889,0.1064,6.5,22125,27000,10199.5,0.99000001,0.379999995,20.80999947,92647.08,81460,4.449999809,107,1409,46000,43800
Ringling College of Art and Design,3,3,Private,Southeast,Small City,0.7331,0,0,1253,0.5794,0.0255,0.1572,0.075,0.0064,0.0024,0.0184,0.1269,0.0327,54676,17295,8143,0.6376,0.2999,0.6495,0.7788,0.0766,13.5,27000,27000,9500,0.99000001,0.5,20.97999954,83784.47,65362.5,5.929999828,64,374,37400,30900
Rivier University,3,4,Private,New England,Small City,0.8928,19,932,1524,0.7671,0.0262,0.0492,0.0236,0.0046,0.0013,0.0105,0,0.4173,39525,7573,6599,0.9231,0.2758,0.5907,0.7661,0.4104,4.3,21000,27000,12000,0.99000001,0.319999993,23.31999969,82144.28,77445,4.349999905,43,523,43800,40700
Roanoke College,3,3,Private,Southeast,Mid-size Suburb,0.7281,24,1086,1980,0.8495,0.049,0.0328,0.0141,0.003,0.001,0.0359,0.0146,0.0202,48559,10452,7327,0.7934,0.2451,0.6425,0.8048,0.033,4.4,24000,27000,9500,0.980000019,0.319999993,19.60000038,101613.37,89451,4.739999771,50,640,42900,38700
Robert Morris University,3,4,Private,Mid-Atlantic,Large Suburb,0.8051,23,1041,4459,0.767,0.0659,0.0177,0.0117,0.0011,0.0004,0.0195,0.078,0.1175,38274,7491,9890,1,0.3466,0.5587,0.8054,0.1715,4.9,21500,27000,11937.5,0.980000019,0.430000007,21.96999931,74080.91,63178.5,6.659999847,118,1437,42500,39500
Robert Morris University Illinois,3,4,Private,Great Lakes,Large City,0.21,0,0,2775,0.3787,0.2822,0.2706,0.0259,0.0043,0.0022,0.0123,0.0123,0.0454,32074,5187,6485,0.5238,0.6217,0.4608,0.4722,0.2769,5.8,14500,24487,10552,0.889999986,0.75,24.89999962,38626.98,27199,11.82999992,610,3559,31100,28500
Roberts Wesleyan College,3,4,Private,Mid-Atlantic,Large Suburb,0.726,23,1046,1302,0.7404,0.126,0.0568,0.0077,0.0038,0.0015,0.0284,0.0269,0.0607,38826,10436,6293,0.8739,0.4377,0.6057,0.8571,0.2943,4.9,20432,23200,15000,0.980000019,0.540000021,25.17000008,64271.32,57714,7.25,53,614,41100,37600
Rochester Institute of Technology,3,4,Private,Mid-Atlantic,Large Suburb,0.6016,28,1232,12587,0.6274,0.0516,0.0635,0.0589,0.0021,0.0006,0.0245,0.051,0.04,45772,16160,9621,0.6729,0.3128,0.6388,0.8691,0.0663,5.2,24500,27000,19849.5,0.970000029,0.479999989,20.64999962,82498.77,72166,6.539999962,332,3581,56500,54000
Rockhurst University,3,4,Private,Great Plains,Large City,0.7543,26,1164,1682,0.7628,0.0464,0.0541,0.0279,0.0048,0.0018,0.019,0.0143,0.0809,40582,7167,6863,0.4599,0.1736,0.6921,0.8744,0.0518,5.7,14684,20162.5,9500,0.970000029,0.319999993,22.02000046,85877.41,73905.5,5.78000021,40,488,47600,43400
Roger Williams University,3,4,Private,New England,Large Suburb,0.8098,0,0,4403,0.7511,0.0182,0.0543,0.0123,0.0023,0.0002,0.0164,0.0491,0.1211,48476,15504,11045,0.4661,0.136,0.6255,0.8305,0.1204,2.9,20670,27000,10460,0.99000001,0.239999995,19.71999931,115567.69,102439,4.210000038,74,1242,46000,43100
Rogers State University,3,3,Public,Southwest,Fringe Town,0.5445,20,950,3957,0.5969,0.0316,0.0397,0.0182,0.1372,0.0013,0.1605,0.0094,0.3445,17213,5098,5534,0.3864,0.4721,0.2131,0.6044,0.3452,15.6,8250,19000,6500,0.75999999,0.779999971,24.84000015,38422.73,29974,9.529999733,289,1375,33400,30500
Rollins College,3,4,Private,Southeast,Large Suburb,0.5889,27,1199,2608,0.63,0.0625,0.1599,0.0253,0.0012,0.0019,0.0272,0.0648,0.0928,56309,12311,7767,1,0.3163,0.6705,0.834,0.166,6,23000,27000,12000,0.939999998,0.49000001,23.03000069,74429.57,46391,6.369999886,70,573,45600,40600
Roosevelt University,3,4,Private,Great Lakes,Large City,0.7878,22,1035,3596,0.4652,0.203,0.1949,0.0539,0.0028,0.0019,0.032,0.0256,0.2464,43650,10188,7992,0.3691,0.4208,0.4144,0.5832,0.3155,7.9,18144,24673,12500,0.959999979,0.5,25.86000061,56408.85,39566.5,9.149999619,222,1380,43400,39400
Rose-Hulman Institute of Technology,3,4,Private,Great Lakes,Small City,0.5622,30,1310,2165,0.7755,0.0245,0.0286,0.037,0.0018,0.0018,0.0346,0.0924,0.0065,55413,20879,8411,0.9053,0.1839,0.7284,0.9123,0.01,2.4,26000,27000,10467.5,0.980000019,0.300000012,19.5,105688.73,91307,5.480000019,33,553,72500,71300
Rowan University,3,4,Public,Mid-Atlantic,Large Suburb,0.5923,0,1120,10656,0.7291,0.0848,0.0937,0.0372,0.0025,0.0011,0.0241,0.0074,0.1235,26970,13609,9370,0.3174,0.3007,0.6982,0.841,0.1353,5.2,18500,21146,14000,0.959999979,0.419999987,21.34000015,81120.55,74007.5,5.760000229,189,2881,47400,45900
Rutgers University-Camden,3,4,Public,Mid-Atlantic,Small City,0.5859,0,1035,4777,0.5621,0.1698,0.1114,0.0867,0.0006,0.0025,0.0347,0.0136,0.1767,22048,15006,10679,0.5164,0.4329,0.5582,0.7734,0.3059,5.2,19500,22250,13000,0.930000007,0.5,20.97999954,76131.15,59041,6.019999981,1048,10583,55700,50300
Rutgers University-New Brunswick,3,4,Public,Mid-Atlantic,Small City,0.5951,0,1210,33427,0.4518,0.0767,0.123,0.2556,0.0008,0.0032,0.0331,0.0378,0.0538,28011,14782,10967,0.5704,0.3105,0.7969,0.9093,0.0886,5.2,19500,22250,13000,0.930000007,0.5,20.97999954,76131.15,59041,6.019999981,1048,10583,55700,50300
Rutgers University-Newark,3,4,Public,Mid-Atlantic,Large City,0.5401,0,1059,6748,0.257,0.1867,0.2447,0.2208,0.0012,0.0049,0.0292,0.0313,0.1369,22046,15947,12617,0.5983,0.4637,0.6752,0.7422,0.2213,5.2,19500,22250,13000,0.930000007,0.5,20.97999954,76131.15,59041,6.019999981,1048,10583,55700,50300
Sacred Heart University,3,4,Private,New England,Large Suburb,0.7624,0,0,4409,0.6641,0.0311,0.0612,0.0195,0.0036,0.0014,0.0025,0.0088,0.1447,50984,8467,8466,1,0.15,0.6977,0.8104,0.1337,3.6,19500,25000,8398,0.970000029,0.280000001,20.47999954,108563.28,99091,4.690000057,72,1237,51700,49500
Saginaw Valley State University,3,4,Public,Great Lakes,Fringe Rural,0.7865,21,990,8687,0.725,0.1117,0.0343,0.0071,0.0039,0.0006,0.0138,0.0445,0.1472,17876,6129,7489,0.4233,0.4075,0.3894,0.7046,0.174,9.5,19000,27000,9936,0.949999988,0.550000012,22.38999939,61890.64,51643,7.730000019,203,2180,37300,35000
Saint Ambrose University,3,4,Private,Great Plains,Mid-size City,0.9617,23,1050,2716,0.8163,0.0387,0.06,0.0092,0.0015,0.0007,0.0188,0.0188,0.1035,38189,8935,6754,0.9875,0.2581,0.613,0.8021,0.1557,6.7,20500,26900,10435.5,0.970000029,0.400000006,21.84000015,82268.74,72155,6.150000095,66,1035,43900,40500
Saint Anselm College,3,3,Private,New England,Mid-size Suburb,0.7365,25,1145,1912,0.785,0.0188,0.0303,0.0078,0.0021,0.001,0.0157,0.0058,0.0183,48016,10515,8086,0.7087,0.1673,0.7447,0.8482,0.0146,1.9,27000,27000,8750,0.99000001,0.25,19.42000008,115142.41,101953,4.320000172,29,691,52400,48800
Saint Augustine's University,3,3,Private,Southeast,Large City,0.6738,15,749,1299,0.0062,0.9654,0.0038,0,0,0,0,0.0185,0.0262,31095,6544,5105,1,0.7454,0.2926,0.6125,0.1032,37.3,20250,37000,14250,0.970000029,0.790000021,21.67000008,39667.54,31823,11.34000015,145,742,25500,23100
